id,doi,doi_norm,donor,acceptor,donor_canonical,acceptor_canonical,donor_smiles,acceptor_smiles,voc,jsc,ff,pce,pce_recomputed,pce_relative_error_percent,pce_avg,pce_best,d_a_ratio,additive,additive_canonical,additive_ratio,device_structure,device_type,etl,etl_canonical,htl,htl_canonical,active_layer_thickness,solvent,solvent_canonical,annealing_temp,homo_d,lumo_d,eg_d,homo_a,lumo_a,eg_a
680,10.1021/acs.chemmater.6b00131,10.1021/acs.chemmater.6b00131,PCE10,CDTBM,PCE10,CDTBM,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)scc2c1F,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C(C#N)C#N)c4nsnc34)sc2-c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21,0.66,11.9,60.0,5.0,4.712400000000001,5.751999999999988,,,4:6 w/w,CN,,,ITO/a-ZnO/PCE10:SM/MoO3/Ag,inverted,a-ZnO,,MoO3,,65.0,chlorobenzene,,,-5.22,-3.64,1.58,-5.69,-4.28,1.41
682,10.1039/c8ta02781a,10.1039/c8ta02781a,PCE10,D7T8F-M,PCE10,D7T8F-M,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)scc2c1F,CCCCCCCCc1c(-c2sc(-c3sc(-c4sc(-c5sc(-c6sc(-c7sc(C=C(C#N)C#N)c(F)c7CCCCCCCC)c(F)c6CCCCCCCC)c(F)c5CCCCCCCC)c(F)c4F)c(CCCCCCCC)c3F)c(CCCCCCCC)c2F)sc(C=C(C#N)C#N)c1F,1.11,4.4,34.5,1.8,1.6849800000000004,6.389999999999982,,,,,,,,inverted,,,,,,,,,-5.22,-3.64,1.58,-5.74,-3.93,1.81
683,10.1039/c8ta02781a,10.1039/c8ta02781a,PCE10,D5T6F-M,PCE10,D5T6F-M,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)scc2c1F,CCCCCCCCc1c(-c2sc(-c3sc(-c4sc(-c5sc(C=C(C#N)C#N)c(F)c5CCCCCCCC)c(F)c4CCCCCCCC)c(F)c3F)c(CCCCCCCC)c2F)sc(C=C(C#N)C#N)c1F,1.05,8.7,46.9,4.5,4.284314999999999,4.793000000000013,,,,,,,,inverted,,,,,,,,,-5.22,-3.64,1.58,-6.09,-4.16,1.93
684,10.1021/acsami.8b04541,10.1021/acsami.8b04541,PCE10,IDT-FBTR,PCE10,IDT-FBTR,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)scc2c1F,CCCCCCCCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3c(F)cc(-c4cc5c(s4)-c4cc6c(cc4C5(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)-c4sc(-c5cc(F)c(-c7ccc(/C=c8/sc(=C(C#N)C#N)n(CCCCCCCC)c8=O)s7)c7nsnc57)cc4C6(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c4nsnc34)s2)c1=O,1.02,15.18,57.6,9.14,8.918553600000001,2.422827133479208,,,,,,,ITO/ZnO/active layer/MoO3/Ag,inverted,ZnO,ZnO,MoO3,MoO3,,o-dichlorobenzene,o-DCB,,-5.22,-3.64,1.58,-5.47,-3.65,1.82
689,10.1002/adma.201707508,10.1002/adma.201707508,PCE10,NOBDT,PCE10,NOBDT,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)scc2c1F,CCCCCCCCOc1c2sc3c(c2c(OCCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c5ccc(F)cc5C2=C(C#N)C#N)sc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccc(F)cc4C2=C(C#N)C#N)sc1-3,0.77,19.16,70.0,10.55,10.32724,2.111469194312805,,,,DIO,DIO,,conventional,conventional,PDINO,PDINO,PEDOT:PSS,PEDOT:PSS,,chlorobenzene,chlorobenzene,,-5.22,-3.64,1.58,-5.26,-3.89,1.37
695,10.1039/c8ta11006a,10.1039/c8ta11006a,PFOPB,IT-4F,PFOPB,IT-4F,CCCCCCC(CCCC)COc1c(F)cc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(OCC(CCCC)CCCCCC)c(F)c3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.89,20.4,64.5,11.7,11.71062,0.0907692307692257,,,1:1.5 w/w,"1,8-diiodooctane",,0.5 vol%,ITO/ZnO/PFN/active layer/MoO3/Al,inverted,ZnO/PFN,,MoO3,,,CB,,,-5.5,-3.64,1.86,-5.677,-4.105,1.522
696,10.1039/c9ta10887d,10.1039/c9ta10887d,PTQ10,IT-4Cl,PTQ10,IT-4Cl,CCCCCCCCC(CCCCCC)COc1cnc2c(C)c(F)c(F)c(-c3ccc(C)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,0.91,19.61,73.0,13.04,13.026923,0.1002837423312815,,,,,,,inverted,inverted,ZnO,ZnO,MoOx,MoO3,,CF:MES (1:1),chloroform:mesitylene (1:1),,-5.54,-3.64,1.9,-5.75,-4.27,1.48
697,10.1002/aenm.201801203,10.1002/aenm.201801203,PBDB-T,IXIC-2Cl,PBDB-T,IXIC-2Cl,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccc(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccc(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.73,23.6,70.89999999999999,12.2,12.214652,0.1200983606557367,,,1:1,,,,ITO/PEDOT:PSS/PBDB-T:acceptor/ZrAcAc/Al,conventional,ZrAcAc,ZrAcac,PEDOT:PSS,PEDOT:PSS,,chloroform,chloroform,100.0,-5.26,-3.63,1.63,-5.2,-3.9,1.3
698,10.1002/aenm.201801203,10.1002/aenm.201801203,PBDB-T,IXIC,PBDB-T,IXIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.82,20.9,65.4,11.3,11.208252,0.8119292035398302,,,1:1,,,,ITO/PEDOT:PSS/PBDB-T:acceptor/ZrAcAc/Al,conventional,ZrAcAc,ZrAcac,PEDOT:PSS,PEDOT:PSS,,chloroform,chloroform,100.0,-5.26,-3.63,1.63,-5.13,-3.78,
699,10.1002/aenm.201800424,10.1002/aenm.201800424,PBDB-T,FDNCTF,PBDB-T,FDNCTF,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cc6ccccc6cc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4cc5ccccc5cc4C2=C(C#N)C#N)sc1-3,0.909,15.9,74.6,10.8,10.7820126,0.1665500000000081,,,,,,,ITO/PEDOT:PSS/PBDB-T:acceptors/PDINO/Al,conventional,PDINO,PDINO,PEDOT:PSS,PEDOT:PSS,,chloroform,chloroform,,-5.26,-3.63,1.63,-5.54,-3.9,1.64
700,10.1002/aenm.201800424,10.1002/aenm.201800424,PBDB-T,NNBDT:FDNCTF,PBDB-T,,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,,0.88,18.63,71.7,11.7,11.754784800000005,0.4682461538461858,,,1:0.8:0.2,DIO,DIO,,ITO/PEDOT:PSS/PBDB-T:acceptors/PDINO/Al,conventional,PDINO,PDINO,PEDOT:PSS,PEDOT:PSS,,chloroform,chloroform,,-5.26,-3.63,1.63,,,
701,10.1002/adma.201707150,10.1002/adma.201707150,PBDB-T,INPIC-4F,PBDB-T,INPIC-4F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCn1c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2c2sc3c(c21)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3n(CCCCCCCC)c12,0.85,21.61,71.5,13.13,13.1334775,0.0264851485148432,,,1:1,"1,8-diiodooctane",DIO,0.5% v/v,inverted,inverted,ZnO,ZnO,MoO3,MoO3,,chloroform,chloroform,100.0,-5.26,-3.63,1.63,-5.42,-3.94,1.48
702,10.1002/adma.201707150,10.1002/adma.201707150,PBDB-T,INPIC,PBDB-T,INPIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCn1c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2c2sc3c(c21)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc3n(CCCCCCCC)c12,0.96,8.55,52.5,4.31,4.309200000000001,0.0185614849187708,,,1:1,,,,inverted,inverted,ZnO,ZnO,MoO3,MoO3,,chloroform,chloroform,,-5.26,-3.63,1.63,-5.36,-3.82,1.54
703,10.1021/acsami.8b15923,10.1021/acsami.8b15923,PBDB-T2Cl,IDIC-4F,PBDB-T2Cl,IDIC-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3ccsc23)cc1Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)sc2-4)cc1,0.88,13.0,61.9,7.1,7.08136,0.2625352112675992,,,1:1,"1,8-diiodooctane",DIO,,inverted,inverted,ZnO,ZnO,MoO3,MoO3,,chlorobenzene,chlorobenzene,,-5.51,-3.63,1.73,-5.73,-3.93,1.66
704,10.1007/s11426-018-9260-2,10.1007/s11426-018-9260-2,PBDB-T2Cl,ITIC-Cl4,PBDB-T2Cl,IT-4Cl,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3ccsc23)cc1Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,0.81,22.01,74.0,13.37,13.192794,1.3254001495886178,,,,,,,,,,,,,,,,,-5.51,-3.63,1.73,-5.667,-4.027,1.6
705,10.1007/s11426-018-9260-2,10.1007/s11426-018-9260-2,PBDB-T2Cl,IT-4F,PBDB-T2Cl,IT-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3ccsc23)cc1Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.89,20.58,78.0,14.29,14.286635999999998,0.0235409377186931,,,,,,,,,,,,,,,,,-5.51,-3.63,1.73,-5.677,-4.105,1.522
706,10.1039/c9ta08636f,10.1039/c9ta08636f,PBDB-TF,BP-4F,PBDB-TF,BP-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(CC(CC)CCCC)cc5)c5c6c(sc5c(-c5ccc(CC(CC)CCCC)cc5)c4c32)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.89,21.6,72.0,13.9,13.84128,0.4224460431654748,,,1:1,,,,ITO/ZnO/PFN-Br/active layer/MoO3/Ag,inverted,ZnO,ZnO,MoO3,MoO3,,chloroform,chloroform,160.0,-5.48,-3.63,1.85,-5.63,-3.9,1.73
707,10.1002/adma.201800868,10.1002/adma.201800868,PBDB-TF,IT-4F,PBDB-TF,IT-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.84,20.81,76.0,13.2,13.285104,0.6447272727272683,,,,,,,ITO/ZnO/active layer/MoO3/Al,inverted,ZnO,ZnO,MoO3,MoO3,,,,,-5.47,-3.63,1.84,-5.67,-4.15,1.52
708,10.1039/c7ta09837e,10.1039/c7ta09837e,2D-PBTCl2,ITIC,2D-PBTCl2,ITIC,CCCCC(CC)COC(=O)c1cc(Cl)c(-c2sc3c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)sc(C)c3c2Cl)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.87,14.52,58.4,7.38,7.377321599999999,0.0362926829268378,,,1:1,0.25% DIO,,0.25%,inverted,inverted,ZnO,,MoO3,,90.0,chlorobenzene,,,-5.43,-3.63,1.48,-5.576,-3.916,1.586
709,10.1002/adma.201803769,10.1002/adma.201803769,PCE10,T3,PCE10,T3,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)scc2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c6sc(C(=O)OCC(CC)CCCC)c(F)c56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c5sc(C(=O)OCC(CC)CCCC)c(F)c35)sc2-4)cc1,0.61,22.0,70.0,9.43,9.394,0.3817603393425195,,,1:1.8,,,,inverted,inverted,ZnO,ZnO,MoO3,MoO3,,chlorobenzene,,,-5.2,-3.63,1.57,-5.31,-4.0,1.31
710,10.1002/adma.201803769,10.1002/adma.201803769,PCE10,IFIC-i-4F,PCE10,IFIC-i-4F,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)scc2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)ccc7C6=C(C#N)C#N)c6sc(C(=O)OCC(CC)CCCC)c(F)c56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)ccc6C5=C(C#N)C#N)c5sc(C(=O)OCC(CC)CCCC)c(F)c35)sc2-4)cc1,0.65,24.85,67.0,10.87,10.822175,0.4399724011039518,,,1:1.8,CN,CN,1 vol%,inverted,inverted,ZnO,ZnO,MoO3,MoO3,,chlorobenzene,,,-5.2,-3.63,1.57,-5.34,-3.96,1.38
711,10.1002/adma.201803769,10.1002/adma.201803769,PCE10,T4,PCE10,T4,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)scc2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)c6sc(C(=O)OCC(CC)CCCC)c(F)c56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)c5sc(C(=O)OCC(CC)CCCC)c(F)c35)sc2-4)cc1,0.61,18.57,62.0,7.01,7.023174,0.1879315263908736,,,1:1.8,,,,inverted,inverted,ZnO,ZnO,MoO3,MoO3,,chlorobenzene,,,-5.2,-3.63,1.57,-5.36,-4.01,1.35
715,10.1039/c8ta10882j,10.1039/c8ta10882j,PTB-EDOT,ITIC-Th,PTB-EDOT,ITIC-Th,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5sc(CC(CC)CCCC)c6c5OCCO6)c5sccc5c(-c5sc(CC(CC)CCCC)c6c5OCCO6)c4s3)scc2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)s1,0.84,15.37,66.5,8.59,8.585681999999998,0.050267753201413,,,1:1.5,DPE,DPE,,ITO/ZnO/active layer/MoO3/Ag,inverted,ZnO,ZnO,MoO3,MoO3,,o-xylene,o-xylene,,-5.33,-3.63,1.57,-5.673,-3.909,1.6
717,10.1039/c8ta00368h,10.1039/c8ta00368h,PBDB-T-BO,IT-M,PBDB-T-BO,IT-M,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,0.97,15.77,71.0,10.78,10.860799,0.7495269016697657,,,,,,,ITO/PEDOT:PSS/active-layer/PFN-Br/Al,,PFN-Br,,PEDOT:PSS,,,THF,,,-5.38,-3.63,1.75,-5.514,-3.808,1.604
718,10.1021/acsmacrolett.9b00704,10.1021/acsmacrolett.9b00704,,Y6,,Y6,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5sc6c(c5s4)C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4cc5c(cc4-6)C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4c-5sc5cc(C)sc45)s3)c2n1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.73,22.44,64.60000000000001,11.05,10.582255200000002,4.232984615384601,,,,,,,,,,,,,,,,,-5.25,-3.63,1.62,-5.65,-4.1,1.55
719,10.1021/acsami.8b19449,10.1021/acsami.8b19449,P[DTffBT-TbT(6)]-2OD,IDIC,,IDIC,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5ccc6cc(C)sc6c5)s4)s3)c3nsnc23)sc1C,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,0.778,12.9,68.2,6.8,6.844688400000001,0.6571823529411905,6.4,6.8,1:1,,,,ITO/ZnO/active layer/MoO3/Ag,inverted,ZnO,,MoO3,,,,,,-5.35,-3.63,1.72,-5.75,-4.2,1.55
720,10.1021/acsami.8b19449,10.1021/acsami.8b19449,P[DTffBT-TbT(6)]-2OD,ITIC,,ITIC,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5ccc6cc(C)sc6c5)s4)s3)c3nsnc23)sc1C,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.899,13.0,59.2,6.9,6.918704000000002,0.271072463768136,6.8,6.9,1:1,DIO,,0.5 vol %,ITO/ZnO/active layer/MoO3/Ag,inverted,ZnO,,MoO3,,100.0,CB,,110.0,-5.35,-3.63,1.72,-5.55,-3.95,1.6
721,10.1039/c6ee03489f,10.1039/c6ee03489f,PB2T,IT-M,PB2T,IT-M,CCCCCCCCSc1ccc(-c2c3cc(-c4cc(C(=O)OCC(CC)CCCC)c(-c5sc(C)cc5C(=O)OCC(CC)CCCC)s4)sc3c(-c3ccc(SCCCCCCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,0.56,0.08,26.0,0.01,0.011648,16.48,0.01,0.01,50:50,,,,ITO/PEDOT:PSS/PB2T:IT-M/PFN-Br/Al,fullerene-free polymer solar cell,PFN-Br,,PEDOT:PSS,,,CB,,150.0,-5.63,-3.63,2.0,-5.58,-3.96,1.62
