id,doi,doi_norm,donor,acceptor,donor_canonical,acceptor_canonical,donor_smiles,acceptor_smiles,voc,jsc,ff,pce,pce_recomputed,pce_relative_error_percent,pce_avg,pce_best,d_a_ratio,additive,additive_canonical,additive_ratio,device_structure,device_type,etl,etl_canonical,htl,htl_canonical,active_layer_thickness,solvent,solvent_canonical,annealing_temp,homo_d,lumo_d,eg_d,homo_a,lumo_a,eg_a
1,10.1002/aenm.201703291,10.1002/aenm.201703291,PBFSF,N2200,PBFSF,N2200,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4c(F)cc(-c5cc6c(s5)-c5sc(-c7cc(F)cc8nsnc78)cc5[Si]6(CC(CC)CCCC)CC(CC)CCCC)c5nsnc45)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3ccsc23)s1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.83,11.95,61.0,6.0,6.050284999999999,0.8380833333333134,,,,DIO,DIO,,inverted,inverted,ZnO,ZnO,MoO3,MoO3,,chloroform,chloroform,,-5.27,-3.72,,-5.71,-4.02,
2,10.1002/aenm.201703291,10.1002/aenm.201703291,PBBSB,N2200,PBBSB,N2200,CCCCCCC(CCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5cc6c(s5)-c5sc(-c7cccc8nsnc78)cc5[Si]6(CC(CC)CCCC)CC(CC)CCCC)c5nsnc45)sc3c(-c3ccc(CC(CCCC)CCCCCC)s3)c3ccsc23)s1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.73,7.81,52.0,3.0,2.964676,1.177466666666671,,,,DIO,DIO,,inverted,inverted,ZnO,ZnO,MoO3,MoO3,,chloroform,chloroform,,-5.19,-3.63,,-5.71,-4.02,
3,10.1002/aenm.201801209,10.1002/aenm.201801209,PTB7-Th,IOTIC-2F,PTB7-Th,IOTIC-2F,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,0.817,21.9,65.0,12.1,11.629995,3.88433884297521,,,1:1.5,DIO,,2 vol%,ITO/ZnO/active layer/MoOx/Ag,inverted,ZnO,ZnO,MoOx,MoO3,,chlorobenzene,chlorobenzene,,-5.21,-3.6,1.58,-5.34,-4.06,1.31
4,10.1002/aenm.201901024,10.1002/aenm.201901024,PTB7-Th,3TT-CIC,PTB7-Th,IXIC-4Cl,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(Cl)c(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.65,26.67,69.0,11.96,11.961495000000005,0.0125000000000169,,,,DIO,DIO,,inverted,inverted,ZnO/PFN-Br,ZnO/PFN-Br,MoOx,MoO3,,,,,-5.21,-3.6,1.58,-5.24,-3.95,1.23
5,10.1002/adma.201706816,10.1002/adma.201706816,PTB7-Th,6TBA,PTB7-Th,6TBA,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(C=C5C(=O)N(CC)C(=S)N(CC)C5=O)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.98,15.2,68.0,10.13,10.12928,0.0071076011846116,,,,,,,ITO/PEDOT:PSS/active layer/PFN-Br/Ag,conventional,PFN-Br,PFN-Br,PEDOT:PSS,PEDOT:PSS,,,,,-5.21,-3.6,1.58,-5.24,-3.78,
6,10.1002/aenm.201801209,10.1002/aenm.201801209,PTB7-Th,ITOTIC-2F,PTB7-Th,ITOTIC-2F,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(-c6sc(/C=C7\C(=O)c8ccc(F)cc8C7=C(C#N)C#N)cc6OCC(CC)CCCC)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(-c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4OCC(CC)CCCC)sc23)cc1,0.785,7.0,61.0,3.7,3.35195,9.40675675675676,,,1:1.5,CN,,2% v/v,ITO/ZnO/active layer/MoOx/Ag,inverted,ZnO,ZnO,MoOx,MoO3,,chlorobenzene,chlorobenzene,,-5.21,-3.6,1.58,-5.22,-4.11,1.32
7,10.1002/aenm.202100839,10.1002/aenm.202100839,PTB7-Th,O-IDTBCN,PTB7-Th,O-IDTBCN,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4ccc(C=C(C#N)C#N)c5nsnc45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C=C(C#N)C#N)c4nsnc24)sc1-3,0.74,17.7,70.0,9.1,9.1686,0.7538461538461538,,,1:2,,,,conventional,inverted,,,,,90.0,,,,-5.21,-3.6,1.58,-5.8,-3.8,
8,10.1002/aenm.201901024,10.1002/aenm.201901024,PTB7-Th,3TT-OCIC,PTB7-Th,3 TT-OCIC,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c3c(sc12)-c1sc2c4c(sc2c1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc2c(CCCCCCCC)c(/C=C3\C(=O)c5cc(Cl)c(Cl)cc5C3=C(C#N)C#N)sc2c1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,0.68,26.49,69.0,12.43,12.429108,0.0071761866452016,,,,DIO,DIO,,inverted,inverted,ZnO/PFN-Br,ZnO/PFN-Br,MoOx,MoO3,,,,,-5.21,-3.6,1.58,-5.22,-3.91,1.29
9,10.1002/adfm.202102361,10.1002/adfm.202102361,PTB7-Th,BTPV-4F-eC9,PTB7-Th,BTPV-4F-eC9,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCCc1c(/C=C/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(/C=C/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,0.661,28.2,68.5,12.77,12.768537000000002,0.0114565387627059,,,1:1.5,,,,conventional,conventional,,,,,95.0,THF,THF,100.0,-5.21,-3.6,1.58,-5.38,-4.06,
10,10.1002/adma.201707508,10.1002/adma.201707508,PTB7-Th,NOBDT,PTB7-Th,NOBDT,CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCOc1c2sc3c(c2c(OCCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c5ccc(F)cc5C2=C(C#N)C#N)sc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccc(F)cc4C2=C(C#N)C#N)sc1-3,0.77,19.16,70.0,10.26,10.32724,0.6553606237816761,,,1:1.6,DIO,DIO,,conventional,conventional,PDINO,PDINO,PEDOT:PSS,PEDOT:PSS,,chloroform,chlorobenzene,,-5.21,-3.6,1.58,-5.26,-3.89,1.39
11,10.1002/aenm.201600742,10.1002/aenm.201600742,PBDTS-DTBTO,ITIC,PBDTS-DTBTO,ITIC,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(SCC(CC)CCCC)s5)c5sccc5c(-c5ccc(SCC(CC)CCCC)s5)c4s3)s2)c2nsnc2c1-c1cccs1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.843,16.6,65.0,9.09,9.09597,0.0656765676567611,,,1:1,,,,ITO/PEDOT:PSS/PBDTS-DTBTO:ITIC/PFN-Br/Al,conventional,PFN-Br,PFN-Br,PEDOT:PSS,PEDOT:PSS,85.0,,,100.0,-5.24,-3.6,,-5.49,-3.83,1.59
12,10.1002/adma.201807577,10.1002/adma.201807577,TTFQx-T1,Y5,TTFQx-T1,Y5,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6cccs6)c6nc(-c7cc(F)c(CC(CC)CCCC)s7)c(-c7cc(F)c(CC(CC)CCCC)s7)nc56)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.89,21.2,69.6,13.1,13.132127999999998,0.2452519083969342,,,1:1.2,chloronaphthalene,CN,0.8 vol% CN,ITO/PEDOT:PSS/active layer/perylene diimide functionalized with amino N-oxide/Al,conventional,perylene diimide functionalized with amino N-oxide,PDINN,PEDOT:PSS,PEDOT:PSS,,,,130.0,-5.31,-3.62,1.69,-5.55,-3.87,1.4
13,10.1002/adma.201501214,10.1002/adma.201501214,PBDTT-TT-F,P(NDI2OD-T2),PTB7-Th,P(NDI2OD-T2),CCCCC(CC)COC(=O)c1sc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2c1F,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C3=O,0.79,11.92,56.00000000000001,5.28,5.273408000000001,0.1248484848484751,,,1:1,,,,ITO/ZnO/PBDTT-F-TT:P(NDI2OD-T2)/MoO3/Ag,inverted,ZnO,ZnO,MoO3,MoO3,110.0,,,,-5.3,-3.6,,-5.49,-4.05,1.44
14,10.1002/advs.202004262,10.1002/advs.202004262,BTR-Cl,BTP-FCl-FCl,BTR-Cl,BTP-FCl-FCl,CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8/SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CC(CC)CCCC)C3=O)s2)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.823,24.58,75.4,15.3,15.252922359999998,0.3076969934640721,,,,,,,ITO/PEDOT:PSS/active layer/Phen-NaDPO/Ag,conventional,Phen-NaDPO,Phen-NaDPO,PEDOT:PSS,PEDOT:PSS,,,,,-5.46,-3.7,1.78,,,
15,10.1002/advs.202004262,10.1002/advs.202004262,BTR-Cl,BTP-2F-2Cl,BTR-Cl,SY2,CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8/SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CC(CC)CCCC)C3=O)s2)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.823,22.35,71.39999999999999,13.1,13.1333517,0.2545931297709846,,,,,,,ITO/PEDOT:PSS/active layer/Phen-NaDPO/Ag,conventional,Phen-NaDPO,Phen-NaDPO,PEDOT:PSS,PEDOT:PSS,,,,,-5.46,-3.7,1.78,-5.67,-3.99,
16,10.1002/ajoc.202000172,10.1002/ajoc.202000172,PTIBT,ITIC,PTIBT,ITIC,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C\c2csc(-c3ccc(-c4cccs4)s3)c2)c2ccccc21,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.66,15.19,56.99999999999999,5.72,5.714477999999999,0.0965384615384775,,,1:1,,,,inverted,inverted,ZnO,ZnO,MoO3,MoO3,130.0,chloroform,chloroform,130.0,-5.41,-3.61,,-5.49,-3.83,1.59
17,10.1002/aenm.201301007,10.1002/aenm.201301007,PDTSBT,DTI,PDTSBT,DTI,CCCCCCCCCCCC[Si]1(CCCCCCCCCCCC)c2ccsc2-c2sc(-c3cccc4nsnc34)cc21,CCCCCCCCC(CCCCCCCC)n1c(=O)c2ccc3c4c(ccc(c1=O)c24)c1c3c2c3ccc4c(=O)n(C(CCCCCCCC)CCCCCCCC)c(=O)c5ccc(c3c45)c2c2c3ccc4c(=O)n(C(CCCCCCCC)CCCCCCCC)c(=O)c5ccc(c3c54)c12,0.725,5.7,32.0,1.32,1.3224,0.1818181818181786,,,1:1,1-chloronaphthalene,CN,,ITO/PEDOT:PSS/active layer/Ca/Al,conventional,Ca,Ca,PEDOT:PSS,PEDOT:PSS,,,,,-5.3,-3.5,,-6.1,-3.9,
18,10.1002/aenm.201802021,10.1002/aenm.201802021,DRCN5T,F-2Cl,DRCN5T,F-2Cl,CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc(CCCCCCCC)c(-c2ccc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)cc3CCCCCCCC)s2)s1,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cc(Cl)c(Cl)cc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4cc(Cl)c(Cl)cc4C2=C(C#N)C#N)sc1-3,0.906,15.97,68.4,9.89,9.89667288,0.0674709807886753,,,,,,,ITO/PEDOT:PSS/DRCN5T:F-2Cl/PDINO/Al,conventional,PDINO,PDINO,PEDOT:PSS,PEDOT:PSS,,,,110.0,-5.22,-3.41,,-5.63,-3.89,1.58
19,10.1002/aenm.201802021,10.1002/aenm.201802021,DRCN5T,F-1Cl,DRCN5T,F-1Cl,CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc(CCCCCCCC)c(-c2ccc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)cc3CCCCCCCC)s2)s1,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccc(Cl)cc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4cc(Cl)ccc4C2=C(C#N)C#N)sc1-3,0.975,13.07,63.7,8.12,8.117450250000001,0.0314008620689438,,,,,,,ITO/PEDOT:PSS/DRCN5T:F-1Cl/PDINO/Al,conventional,PDINO,PDINO,PEDOT:PSS,PEDOT:PSS,,,,110.0,-5.22,-3.41,,-5.46,-3.75,
20,10.1002/aenm.201802021,10.1002/aenm.201802021,DRCN5T,F-0Cl,DRCN5T,F-H,CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc(CCCCCCCC)c(-c2ccc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)cc3CCCCCCCC)s2)s1,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,1.09,9.64,52.3,5.49,5.4954748,0.0997231329690346,,,,,,,ITO/PEDOT:PSS/DRCN5T:F-0Cl/PDINO/Al,conventional,PDINO,PDINO,PEDOT:PSS,PEDOT:PSS,,,,,-5.22,-3.41,,-5.43,-3.71,
21,10.1002/aenm.202102648,10.1002/aenm.202102648,TPD-3F,Y6,TPD-3F,Y6,CCCCCCCCC(CCCCCC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)N(CCCCCCCC)C6=O)s4)sc3c(-c3cc(F)c(CC(CCCCCC)CCCCCCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.87,21.07,62.2,11.4,11.4018198,0.0159631578947352,,,1:1.5,,,,inverted,inverted,ZnO,ZnO,MoO3,MoO3,120.0,CHCl3,chloroform,120.0,-5.32,-3.5,,-5.65,-4.09,1.36
22,10.1002/aenm.202102648,10.1002/aenm.202102648,TPD-3,Y6,TPD-3,Y6,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)N(CCCCCCCC)C6=O)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3ccsc23)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.83,26.7,68.5,15.2,15.180285,0.1297039473684191,,,1:1.5,,,,conventional,conventional,PDINN,PDINN,PEDOT:PSS,PEDOT:PSS,120.0,CHCl3,chloroform,120.0,-5.14,-3.32,,-5.65,-4.09,1.36
23,10.1002/aenm.202001589,10.1002/aenm.202001589,H11,IDIC-4F,H11,IDIC-4F,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(/C=C(/C#N)C(=O)OCC(CC)CCCC)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s9)c9nn(CC(CCCCCC)CCCCCCCC)nc89)s7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)sc2-4)cc1,0.842,18.2,68.2,10.4,10.4512408,0.4927000000000039,,,2:1,,,,ITO/PEDOT:PSS/active layer/PDINO/Al,conventional,PDINO,PDINO,PEDOT:PSS,PEDOT:PSS,,chloroform,chloroform,120.0,-5.27,-3.45,,-5.73,-3.93,
24,10.1002/adma.201807577,10.1002/adma.201807577,PBDB-T,Y5,PBDB-T,Y5,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.88,22.8,70.19999999999999,14.1,14.084927999999998,0.106893617021289,,,1:1.5,chloronaphthalene,CN,0.5 vol% CN,ITO/PEDOT:PSS/active layer/perylene diimide functionalized with amino N-oxide/Al,conventional,perylene diimide functionalized with amino N-oxide,PDINN,PEDOT:PSS,PEDOT:PSS,,,,110.0,-5.33,-3.48,1.84,-5.55,-3.87,1.4
25,10.1002/adfm.202101742,10.1002/adfm.202101742,PBDB-T,4T-3,PBDB-T,4T-3,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(CC)Cc1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-c1sc(-c2cc(CC(CC)CCCC)c(-c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3CC(CC)CCCC)s2)cc1CC(CC)CCCC,0.81,17.27,72.5,10.15,10.1418075,0.0807142857142839,,,1:1,1-CN,CN,,inverted,inverted,ZnO,ZnO,MoO3,MoO3,,o-DCB,o-DCB,90.0,-5.33,-3.48,1.84,-5.86,-3.98,1.52
26,10.1002/adma.201904215,10.1002/adma.201904215,PBDB-T,Y1-4F,PBDB-T,Y1-4F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(CC)Cn1nc2c(n1)c1c3sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc4c3n(CC(CC)CCCC)c1c1c2c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2n1CC(CC)CCCC,0.74,22.7,57.4,9.9,9.642052,2.6055353535353607,,,1:1,CN,,0.5 vol% CN relative to CB,ITO/ZnO/active layer/MoO3/Ag,,ZnO,,MoO3,,,CB,,,-5.33,-3.48,1.84,-5.56,-4.11,
27,10.1002/aenm.201803541,10.1002/aenm.201803541,PBDB-T,AT-NC,PBDB-T,AT-NC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(CC)COc1ccc(C2(c3ccc(OCC(CC)CCCC)cc3)c3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc3-c3ccc4cc5c6c(ccc5cc4c32)-c2sc(/C=C3\C(=O)c4cc5ccccc5cc4C3=C(C#N)C#N)cc2C6(c2ccc(OCC(CC)CCCC)cc2)c2ccc(OCC(CC)CCCC)cc2)cc1,0.919,17.11,69.39999999999999,10.91,10.91251846,0.0230839596700203,,,1:0.8,DIO,DIO,0.5 vol%,inverted,inverted,ZnO,ZnO,MoOx,MoO3,,chlorobenzene,chlorobenzene,,-5.33,-3.48,1.84,-5.44,-3.8,1.62
28,10.1002/aenm.201801203,10.1002/aenm.201801203,PBDB-T,IXIC-2Cl,PBDB-T,IXIC-2Cl,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccc(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccc(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.73,23.6,70.89999999999999,12.2,12.214652,0.1200983606557367,,,1:1,,,,ITO/PEDOT:PSS/PBDB-T:acceptor/ZrAcAc/Al,conventional,ZrAcAc,ZrAcac,PEDOT:PSS,PEDOT:PSS,,chloroform,chloroform,100.0,-5.33,-3.48,1.84,-5.2,-3.9,1.3
