donor_smiles,acceptor_smiles,pce,replicate_count,pce_std,pce_min,pce_max,split
CCCCCCCCC(CCCCCC)COc1cnc2c(C)c(F)c(F)c(-c3ccc(C)s3)c2n1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2cc3cc4c(cc3cc2C1=O)/C1=N/c2c3cc5cc6c(cc5cc3c3n2B(Cl)n2c(c5cc7cc8c(cc7cc5/c2=N/C4=N1)C(=O)N(c1c(C(C)C)cccc1C(C)C)C8=O)=N3)C(=O)N(c1c(C(C)C)cccc1C(C)C)C6=O,3.88,1,0.0,3.88,3.88,train
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)scc2c1F,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC(CC)CCCC)C(c%10cccs%10)=C9C(=O)N8CC(CC)CCCC)s7)s6)c6nsnc56)s4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,3.03,1,0.0,3.03,3.03,train
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCN1C(=O)C(=Cc2cc3c(s2)-c2cc4c(cc2C3(CC)CC)-c2sc(C=C3C(=O)N(CC)C(=S)N(CC)C3=O)cc2C4(CC)CC)C(=O)N(CC)C1=S,7.1,1,0.0,7.1,7.1,train
CCCCCCCCCCCCc1csc(-c2ccc(-c3cc(CCCCCCCCCCCC)c(-c4cccs4)s3)c3nc4c(nc23)-c2cccc3cccc-4c23)c1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,0.02,2,0.0141421356237309,0.01,0.03,train
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cccs4)cn3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccccn1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,3.27,2,1.2303657992645924,2.4,4.14,train
CCCCCCCCCCC(CCCCCCCC)Cc1csc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5cccs5)s4)s3)c3nsnc23)c1,CCCCCCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(-c8cccs8)s7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C5=O,1.71,3,0.9930424630061564,1.71,3.43,train
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,CCCCC(CC)Cn1c(=O)c2ccc3c4nc5c(-c6cccs6)c6c(=O)n(CC(CC)CCCC)c(=O)c6c(-c6cccs6)c5nc4c4ccc(c1=O)c2c34,0.77,1,0.0,0.77,0.77,train
CCCCC(CC)c1cc(F)c2sc3c(c2c1)C(=O)c1cc(-c2cc(COC(=O)CCCC(C)CC)c(C(=O)OCCCC(C)CC)s2)sc1C3=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C3=O,4.0,5,0.7866511297900741,2.9,4.5,train
CC(=O)c1cccc(-c2ccc(/N=C/c3ccc(-c4ccc(-c5ccc(C=N)s5)s4)s3)c(C(C)=O)c2)c1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,0.05,11,0.107169788822987,0.001,0.36,train
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C\c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)s2)c2ccccc21,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,3.635,2,0.8273149339882605,3.05,4.22,train
CCCCCCCCC(CCCCCC)COc1cnc2c(C)c(F)c(F)c(-c3ccc(C)s3)c2n1,CCCCCC(CCCCC)N1C(=O)c2cc3cc4c(cc3cc2C1=O)/C1=N/c2c3cc5cc6c(cc5cc3c3n2B(Cl)n2c(c5cc7cc8c(cc7cc5/c2=N/C4=N1)C(=O)N(C(CCCCC)CCCCC)C8=O)=N3)C(=O)N(C(CCCCC)CCCCC)C6=O,6.25,1,0.0,6.25,6.25,train
CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nsnc45)s3)cc21,Clc1cc2c(cc1Cl)C1=[N+]3C2=Nc2c4cc(Cl)c(Cl)cc4c4n2[B-]3(Oc2ccccc2)n2c(c3cc(Cl)c(Cl)cc3c2=N4)=N1,0.5,1,0.0,0.5,0.5,train
CCCCCCCOc1c(OCCCCCCC)c(-c2cc3sc(-c4cc5c(OCC(CC)CCCC)c(OCC(CC)CCCC)c6ccsc6c5s4)cc3s2)c2nsnc2c1-c1cc2sccc2s1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,2.13,1,0.0,2.13,2.13,train
CCCCC(CC)COc1c2cc(-c3sc(-c4nnc(-c5cc(CC(CC)CCCC)cs5)nn4)cc3CC(CC)CCCC)sc2c(OCC(CC)CCCC)c2ccsc12,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,3.4,1,0.0,3.4,3.4,train
CCCCC(CC)Cc1cc(-c2ccc3c(c2)C(=O)c2cc(-c4cc(CC(CC)CCCC)c(-c5ccc(-c6ccc7c(c6)C(CC(CC)CCCC)(CC(CC)CCCC)c6ccccc6-7)s5)s4)ccc2-3)sc1-c1cccs1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,1.17,3,0.5987765303795176,0.21,1.31,train
CCCCCCCCC(CCCCCCCC)n1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,4.69,31,1.3782559495121331,1.08,6.42,train
CCCCCCc1cc(C)sc1C,CCCCCCCC(CCCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCCCCCC)CCCCCCC)C(=O)C(C=C4)C15,0.01,1,0.0,0.01,0.01,train
CCCCCCCCCCc1cc(C)sc1C,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,0.55,1,0.0,0.55,0.55,train
CCCCCCc1ccsc1,CCCCCCCCN1C(=O)c2c(c(-c3cccs3)c3c(c2-c2cccs2)-c2cccc4c(C#N)ccc-3c24)C1=O,1.86,1,0.0,1.86,1.86,train
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C\c2ccc(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)s2)c2ccccc21,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,3.455,2,2.043538597629123,2.01,4.9,train
CCCCCCCCCCc1c(C)sc(C)c1C#Cc1ccccc1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,0.63,1,0.0,0.63,0.63,train
CCCCCCCCOc1cccc(-c2nc3cccc(-c4cccs4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,4.32,4,1.3283197406247238,2.5,5.48,train
CCCCCCCCC(CCCCCC)COc1cnc2c(-c3cccs3)c(F)c(F)cc2n1,CCn1nc2c(n1)c1c3sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc4c3n(CC)c1c1c2c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2n1CC,12.81,3,1.322837858545029,11.34,13.98,train
CCCCCCc1cc(C)sc1C,CCCCC1(CCCC)c2ccccc2-c2ccc(N3C(=O)c4ccc(C#Cc5ccc(-c6ccc(-c7ccc(C#Cc8ccc9c(c8)C(=O)N(c8ccc%10c(c8)C(CCCC)(CCCC)c8ccccc8-%10)C9=O)s7)c7nsnc67)s5)cc4C3=O)cc21,0.35,1,0.0,0.35,0.35,train
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1cccs1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,6.3,1,0.0,6.3,6.3,train
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nc(-c6ccc(C)cc6)c(-c6ccc(C)cc6)nc45)s3)cc21,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,2.97,1,0.0,2.97,2.97,train
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)scc2c1F,CCCCCCC(CCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1c-3nc2cc3c(-c4ccccc4)c4c(nc3cc2c1-c1ccccc1)-c1ccc2c3c(ccc-4c13)C(=O)N(CC(CCCC)CCCCCC)C2=O,3.08,1,0.0,3.08,3.08,train
CCCCCCc1ccsc1,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(C#Cc4ccc5c6c(cccc46)C(=O)N(c4ccc6c(c4)C(CCCC)(CCCC)c4ccccc4-6)C5=O)s3)c3nsnc23)sc1C#Cc1ccc2c3c(cccc13)C(=O)N(c1ccc3c(c1)C(CCCC)(CCCC)c1ccccc1-3)C2=O,1.335,4,0.347598906787694,0.81,1.53,train
CCCCCCc1ccsc1,CCc1ccc(-c2c3cc(-c4cc5c6c(ccc7c8c(-c9cc%10c(-c%11ccc(CC)s%11)c%11sccc%11c(-c%11ccc(CC)s%11)c%10s9)cc9c%10c(ccc(c4c67)c%108)C(=O)N(CC)C9=O)C(=O)N(CC)C5=O)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,1.25,3,0.4050102879351748,0.85,1.66,train
CCCCCCc1cc(C)sc1C,CCCCCCC1(CCCCCC)c2cc(N3C(=O)c4cccc5c(C#Cc6ccc(-c7cc8c(cc(-c9ccc(C#Cc%10ccc%11c%12c(cccc%10%12)C(=O)N(c%10ccc%12c(c%10)C(CCCCCC)(CCCCCC)C%10C=CC=CC%12%10)C%11=O)s9)c9nsnc98)c8nsnc78)s6)ccc(c45)C3=O)ccc2C2C=CC=CC21,0.87,1,0.0,0.87,0.87,train
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCn1nc2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c(F)c(F)c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c2n1,10.1,1,0.0,10.1,10.1,train
CCCCCCCCN1C(=O)c2csc(-c3cc4c(s3)-c3sccc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c2C1=O,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,5.5,1,0.0,5.5,5.5,train
CCCCCCCCCCC(CCCCCCCC)Cc1csc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(-c5cccs5)s4)s3)c3nsnc23)c1,CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc46)cc3C5(CC)CC)c3nsnc23)SC1=S,8.0,1,0.0,8.0,8.0,train
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s3)scc2c1F,CCCCC(CC)CN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(C(C)C)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,0.55,1,0.0,0.55,0.55,train
CCCCCCc1cc(C)sc1C,CCCCCCn1c2ccsc2c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21,0.3,1,0.0,0.3,0.3,train
CCCCCCCCC(CCCCCCCC)n1c2ccccc2c2ccc(-c3ccc(-c4c(F)c(F)c(-c5cccs5)c5nsnc45)s3)cc21,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,1.29,1,0.0,1.29,1.29,train
CCCCCCc1ccsc1,CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc46)cc3C5(CC)CC)c3nsnc23)SC1=S,6.3,6,0.5891236429364101,5.43,7.0,train
c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,ClB1n2c3c4ccccc4c2N=c2c4ccccc4c(n21)=NC1=NC(=N3)c2ccccc21,0.15,2,0.0,0.15,0.15,train
CCOCCOCCOc1cc(-c2ccc(-c3cc(OCCOCCOCC)c(-c4ccc(C)s4)s3)s2)sc1C,CCOCCOCCOc1ccc(-c2nc3c(-c4ccnc(F)c4F)c4nsnc4c(-c4ccnc(F)c4F)c3nc2-c2ccc(OCCOCCOCC)cc2)cc1,0.11,1,0.0,0.11,0.11,train
CCCCCCc1cc(C)sc1C,CCC(CC)N1C(=O)c2c(CCC(C)(C)C)cc3c4c5c(c6cc(CCC(C)(C)C)c(c2c36)C1=O)=CC(CCC(C)(C)C)=C1C(=O)N(C(CC)CC)C(=O)C(C(CCC(C)(C)C)=C4)C15,0.5,1,0.0,0.5,0.5,train
CCCCCCc1ccsc1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,2.625,16,1.143135308409872,1.04,4.32,train
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCn1c(=O)c2cc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)sc2c2sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)cc2c1=O,8.53,1,0.0,8.53,8.53,train
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c4nsnc34)cc21,9.3,1,0.0,9.3,9.3,train
CCCCCCCCn1nc2cccc(-c3cc4c(s3)-c3sccc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c2n1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,1.49,3,0.1123981020005824,1.42,1.64,train
CCCCCCCCC(CCCCCCCC)n1c2ccccc2c2ccc(-c3cc(/C=C/c4ccc(C=C(C#N)C#N)s4)cs3)cc21,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,1.135,4,0.1678292783356547,0.93,1.34,train
CCCCCCC(CCCC)CCc1c2cc(-c3sc(-c4ccc(-c5scc(F)c5F)c5nn(CC(CCCC)CCCCCC)nc45)c(F)c3F)sc2c(CCC(CCCC)CCCCCC)c2ccsc12,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,6.41,1,0.0,6.41,6.41,train
CCCCCCc1cc(C)sc1C,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc(/C(C#N)=C/c5cc(OC)c(/C=C(\C#N)c6ccc(-c7ccc8c9c(cccc79)C(=O)N(CC(CC)CCCC)C8=O)s6)cc5OC)s4)ccc(c23)C1=O,1.32,1,0.0,1.32,1.32,train
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(C(CCCCCCCC)CCCCCCCCCC)c3ccccc32)c2ccc(-c3cc4cc5sccc5cc4s3)cc21,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7cccs7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,3.12,1,0.0,3.12,3.12,train
CCCCCCCCCCCCc1ccsc1/C=C/c1sc(-c2ccc(-c3ccc(-c4cccs4)c4nsnc34)s2)cc1CCCCCCCCCCCC,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,1.04,1,0.0,1.04,1.04,train
CCCCC(CC)COc1c2cc(-c3scc4sc(C(=O)C(CC)CCCC)cc34)sc2c(OCC(CC)CCCC)c2ccsc12,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C3=O,1.46,1,0.0,1.46,1.46,train
CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21,11.615,2,0.1909188309203675,11.48,11.75,train
CCCCCCCCN1C(=O)c2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2C1=O,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,6.12,1,0.0,6.12,6.12,train
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(/C(F)=C\F)s2)c2nsnc2c1-c1cccs1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,1.05,3,0.2051828452868319,0.83,1.24,train
CCOc1cnc2c(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7ncc(OCC)nc67)s5)c5ncc(OCC)nc45)s3)c(F)c(F)cc2n1,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)sc2-c2sc(-c3ccc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc4C5(CC)CC)c4nsnc34)cc21,8.65,1,0.0,8.65,8.65,train
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCOc1cccc(OCC)c1-c1cc(-c2ccc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)sc1-c1sc(-c2ccc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)cc1-c1c(OCC)cccc1OCC,10.26,4,1.4149999999999998,7.43,10.26,train
CCCCC(CC)Cc1csc(-c2sc(-c3cc(CC(CC)CCCC)c(-c4cc(F)c(-c5sccc5F)s4)s3)c3c2C(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2C3=O)c1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,1.9,9,0.8139410298049853,1.2,3.8,train
CCCCCCN(CCCCCC)C(=O)c1ccsc1-c1cc(C(=O)N(CCCCCC)CCCCCC)c(-c2ccc(-c3cccs3)s2)s1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,0.72,1,0.0,0.72,0.72,train
CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,4.765,8,1.0713801179520075,3.21,6.12,train
CCCCCCCCC(CCCCCCCC)n1c2ccccc2c2ccc(-c3ccc(-c4sc(-c5cccs5)c5c4C(=O)N(CCCCCCCC)C5=O)s3)cc21,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,1.92,4,0.9395167197376888,1.2,3.41,train
CCCCCCc1cc(C)sc1C,CCCCCCCCN1C(=O)c2ccc3c4c5c(c6c(-c7cccs7)cc(c2c36)C1=O)=CC=C1C(=O)N(CCCCCCCC)C(=O)C(C=C4c2cccs2)C15,0.19,1,0.0,0.19,0.19,train
CCCCC(CC)CN1C(=O)/C(=C2/C(=O)N(CC(CC)CCCC)c3cc(-c4cc5c(s4)-c4sccc4C5(CC(CC)CCCC)CC(CC)CCCC)ccc32)c2ccccc21,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,4.0,1,0.0,4.0,4.0,train
CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(-c4cc5c(s4)-c4sccc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)s3)c3nsnc23)c1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,3.66,3,0.0642910050732861,3.64,3.76,train
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCc1c(/C=C2\C(=O)c3cc4ccsc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc9ccsc9cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,14.51,3,0.0,14.51,14.51,train
CCCCCCCCC(CCCCCC)COc1cnc2c(C)c(F)c(F)c(-c3ccc(C)s3)c2n1,CCCCCC(CCCCC)N1C(=O)c2cc3cc4c(cc3cc2C1=O)/C1=N/c2c3cc5cc6c(cc5cc3c3n2B(F)n2c(c5cc7cc8c(cc7cc5/c2=N/C4=N1)C(=O)N(C(CCCCC)CCCCC)C8=O)=N3)C(=O)N(C(CCCCC)CCCCC)C6=O,3.28,1,0.0,3.28,3.28,train
CCCCCCc1cc(C)sc1C,CCCCCC[Si]1(CCCCCC)c2cc(-c3cc4c(s3)-c3sc(-c5ccc(C=C(C#N)C#N)c6nsnc56)cc3[Si]4(CCCCCC)CCCCCC)sc2-c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21,0.17,1,0.0,0.17,0.17,train
CCCCCCCCOc1cccc(-c2nc3cc(F)cc(-c4cccs4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C3=O,5.67,3,1.615064498196073,4.08,7.31,train
CCCCCCc1ccsc1,CCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4c(-c5ccccc5C)c5c6cccc7cccc(c5c(-c5ccccc5C)c4c4ccc(c2c34)C1=O)c76,2.37,1,0.0,2.37,2.37,train
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,7.41,1,0.0,7.41,7.41,train
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCC(=O)c1cc2c3cc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)sc3c3sc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)cc3c2s1,8.27,1,0.0,8.27,8.27,train
CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1F,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21,10.9,1,0.0,10.9,10.9,train
