donor_smiles,acceptor_smiles,pce,replicate_count,pce_std,pce_min,pce_max
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(F)c(-c5cccs5)cc4F)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,3.0,1,0.0,3.0,3.0
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc(F)c(-c5cccs5)cc4F)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,1.995,2,1.1525840533340723,1.18,2.81
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7cc(/C=C/c8sc(-c9c(F)c(F)c(-c%10cc(CCCCCC)cs%10)c%10nsnc9%10)cc8CCCCCC)cs7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cc3c(-c4ccc(CC(CC)CCCC)s4)c4sccc4c(-c4ccc(CC(CC)CCCC)s4)c3s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.86,3,0.2424871130596426,1.86,2.28
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7ccc(C8=C9C(=O)N(CC(CC)CCCC)C(c%10ccc(-c%11cc%12c(-c%13ccc(CC(CC)CCCC)s%13)c%13sccc%13c(-c%13ccc(CC(CC)CCCC)s%13)c%12s%11)s%10)=C9C(=O)N8CC(CC)CCCC)s7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,7.03,3,0.7490660852020999,5.82,7.19
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7ccc(C8=C9C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C(c%10ccc(-c%11cc(/C=C/c%12sc(-c%13c(F)c(F)c(-c%14cc(CCCCCC)cs%14)c%14nsnc%13%14)cc%12CCCCCC)cs%11)s%10)=C9C(=O)N8CC(CCCCCCCC)CCCCCCCCCC)s7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.87,3,0.3530344647953415,2.6,3.3
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.13,1,0.0,2.13,2.13
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(-c7ccc(C8=C9C(=O)N(CC(CC)CCCC)C(c%10ccc(-c%11cc%12c(-c%13ccc(SCC(CC)CCCC)s%13)c%13sccc%13c(-c%13ccc(SCC(CC)CCCC)s%13)c%12s%11)s%10)=C9C(=O)N8CC(CC)CCCC)s7)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,8.04,1,0.0,8.04,8.04
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(C#Cc6cc(OCCCCCCCC)cc(OCCCCCCCC)c6)c6sccc6c(C#Cc6cc(OCCCCCCCC)cc(OCCCCCCCC)c6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,0.39,1,0.0,0.39,0.39
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c6cc(-c7c(C)cc(C)cc7C)cc7c8cc(-c9c(C)cc(C)cc9C)cc9c%10cccc%11c%12cc(-c%13c(C)cc(C)cc%13C)cc%13c%14cc(-c%15c(C)cc(C)cc%15C)cc%15c(c4)c5c4c(c67)c(c98)c(c%10%11)c(c%12%13)c4c%15%14)o3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccco1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.89,1,0.0,1.89,1.89
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c6cc(-c7c(C)cc(C)cc7C)cc7c8cc(-c9c(C)cc(C)cc9C)cc9c%10cccc%11c%12cc(-c%13c(C)cc(C)cc%13C)cc%13c%14cc(-c%15c(C)cc(C)cc%15C)cc%15c(c4)c5c4c(c67)c(c98)c(c%10%11)c(c%12%13)c4c%15%14)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.12,1,0.0,2.12,2.12
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5cc6c7cc8ccsc8cc7n(C(CCCCC)CCCCC)c6cc5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.0,2,2.687005768508881,1.1,4.9
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5cc6c7cc8ccsc8cc7n(C(CCCCCCCC)CCCCCCCC)c6cc5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.735,2,2.4960869375885126,0.97,4.5
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5cc6c7cc8ccsc8cc7n(CCCCCCCCCC)c6cc5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,5.9,1,0.0,5.9,5.9
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5ccsc5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.285,6,0.3422718218024966,1.9,2.9
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc(-c6cc7c8c9c6cccc9c6cccc9ccc(c8c96)n7C(CCCCCCCC)CCCCCCCC)cc5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cc3sccc3s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,2.3,4,0.921502396451939,0.5,2.4
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5sc6ccsc6c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.45,5,0.9912769542363024,1.81,4.45
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5c(CCCCCCCC)sc6c(-c7cccs7)c(CCCCCCCC)sc56)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,0.5,1,0.0,0.5,0.5
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5c(CCCCCCCC)sc6c(-c7cccs7)c(CCCCCCCC)sc56)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.3,1,0.0,0.3,0.3
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc6c7c8c5cccc8c5cccc8ccc(c7c85)n6C(CCCCCCCC)CCCCCCCC)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cccs2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,1.6,6,0.9584710046040344,0.3,2.8
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc6c7cc(-c8c(C)cc(C)cc8C)cc8c9cc(-c%10c(C)cc(C)cc%10C)cc%10c%11cccc%12c%13cc(-c%14c(C)cc(C)cc%14C)cc%14c%15cc(-c%16c(C)cc(C)cc%16C)cc%16c(c5)c6c5c(c78)c(c%109)c(c%11%12)c(c%13%14)c5c%16%15)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cccs2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.74,2,0.0,2.74,2.74
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6c(CCCCCCCC)sc7c(-c8cccs8)c(CCCCCCCC)sc67)s5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cccs2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,2.35,2,0.4949747468305834,2.0,2.7
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6c(CCCCCCCC)sc7c(-c8cccs8)c(CCCCCCCC)sc67)s5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cccs2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.25,2,0.4949747468305834,1.9,2.6
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6cccc7nc8c(nc67)/C6=C(\C(C)(C)C)c7ccc9n7[Zn]n7/c(cc/c7=C(\C(C)(C)C)C8=N6)=C(/C(C)(C)C)C6=N/C(=C\9C(C)(C)C)C=C6)s5)s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(-c3cccs3)s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.07,3,2.2479620400116485,0.67,5.07
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6cnc(C7=C8C(=O)NC(c9ncc(-c%10ccc(-c%11cccs%11)s%10)s9)=C8C(=O)N7CC(CCCCCCCC)CCCCCCCCCC)s6)s5)s4)s3)NC(=O)C2=C1c1cccs1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,5.7,1,0.0,5.7,5.7
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccc(F)c5)cc4F)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,3.7,1,0.0,3.7,3.7
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccccc5)cc4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,5.7,1,0.0,5.7,5.7
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccccc5F)c(F)c4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,4.1,1,0.0,4.1,4.1
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)cc4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,1.97,1,0.0,1.97,1.97
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)cc4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1cccs1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,1.28,2,0.3252691193458118,1.05,1.51
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)cn3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccccn1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,6.85,1,0.0,6.85,6.85
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)cn3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccccn1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,7.13,1,0.0,7.13,7.13
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5cccs5)s4)s3)NC(=O)C2=C1c1nccs1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,5.9,1,0.0,5.9,5.9
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5cccs5)s4)o3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccco1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,4.56,1,0.0,4.56,4.56
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4ccc(/C=C/c5cccs5)s4)o3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccco1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.88,6,1.7299479760963912,0.79,4.69
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cccs4)cn3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2cccs2)cn1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.34,1,0.0,3.34,3.34
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3cccs3)CC(c3ccc(-c4cccs4)s3)=C2C1=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.505,2,0.0353553390593274,0.48,0.53
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3cccs3)CC(c3ccc(-c4scc5c4-c4cccc6cccc-5c46)s3)=C2C1=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.22,3,1.2543657095653298,1.01,3.28
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cc(CC(CC)CCCC)cs3)sc(-c3cc(CC(CC)CCCC)c(-c4cc(F)c(-c5sccc5F)s4)s3)c2C1=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,5.31,3,1.5134177656329175,2.8,5.52
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cc(CCCCCCCC)cs3)sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2C1=O,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,3.86,3,0.7433258594542054,2.82,4.26
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cc4sccc4s3)sc(-c3cc4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4s3)c2C1=O,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,6.76,1,0.0,6.76,6.76
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cc4sccc4s3)sc(-c3cc4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4s3)c2C1=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.74,1,0.0,2.74,2.74
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cc4sccc4s3)sc(-c3cc4sc(-c5cc6c(-c7sc(CC(CC)CCCC)c(F)c7F)c7sccc7c(-c7sc(CC(CC)CCCC)c(F)c7F)c6s5)cc4s3)c2C1=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.27,2,0.0,3.27,3.27
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cc4sccc4s3)sc(-c3cc4sc(-c5cc6c(s5)-c5cc7c(cc5C6(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)-c5sccc5C7(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)cc4s3)c2C1=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,4.54,3,0.4517004907384246,4.38,5.23
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cccs3)sc(-c3ccc(-c4cc5c(-c6ccc(/C=C/c7ccc(CC(CC)CCCC)s7)s6)c6sccc6c(-c6ccc(/C=C/c7ccc(CC(CC)CCCC)s7)s6)c5s4)s3)c2C1=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.755,2,0.0494974746830583,2.72,2.79
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cccs3)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2C1=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.725,2,0.3323401871576772,1.49,1.96
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3cccs3)sc(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4C5(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)-c4sccc4C6(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)s3)c2C1=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.33,3,0.6640281118547117,1.31,2.47
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(-c3scc(CCCCCCCC)c3F)sc(-c3sc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)c(CCCCCCCC)c3F)c2C1=O,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,6.62,3,0.5330415868704179,5.8,6.8
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2c(c(-c3cc4sc(-c5c6c(c(-c7ccc(-c8cc9c(-c%10ccc(CC(CC)CCCC)s%10)c%10sccc%10c(-c%10ccc(CC(CC)CCCC)s%10)c9s8)s7)n5CCCCCCCC)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)cc4s3)n(CCCCCCCC)c2-c2cccs2)C1=O,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,4.53,4,0.7143528539874398,3.63,5.37
