epoch,train_loss,validation_loss,validation_mae,validation_rmse,validation_r2,learning_rate,epoch_seconds
61,0.20847923094797577,0.24035428649764487,2.094493089282297,2.703932883295735,0.8090637606450302,0.0001,13.094
62,0.20778345288123623,0.22661860956702645,1.9886937175974457,2.625534633427172,0.8199753179300278,0.0001,13.484
63,0.2059653772183914,0.24113885139434957,2.075408349295199,2.708342364258982,0.8084405083351243,0.0001,13.255
64,0.20491292897189964,0.2558294553667745,2.156986514955132,2.7896212525554946,0.796770365646012,0.0001,13.186
65,0.2081798645373822,0.23255743102064863,1.9812773952250609,2.6597149134276283,0.8152575381634136,0.0001,13.386
66,0.20645841756429426,0.21871819356972436,1.896319412030515,2.579362755010756,0.8262513660557855,0.0001,13.234
67,0.2051613100602191,0.25269108254685746,2.167040909904038,2.7724577117817937,0.7992634707396535,0.0001,13.355
68,0.20626709878484065,0.25117836041671576,2.1096261043663747,2.764146680556762,0.8004651676834069,0.0001,13.225
69,0.20112411780400244,0.26415603971575685,2.241747275909586,2.8346552324447862,0.7901557663336305,5e-05,13.328
70,0.20069373870646656,0.23100884910848427,1.996131364997463,2.6508446825336294,0.8164877269426125,5e-05,13.185
71,0.20033017950667903,0.23680161244119738,2.06215763437601,2.68387509789506,0.8118859856765293,5e-05,13.488
72,0.20052490539939197,0.24479006698142344,2.114992740911144,2.7287695972686077,0.8055399983244744,5e-05,13.393
73,0.2001577019986916,0.2291127675284182,1.974019210063791,2.6399433937905297,0.8179939689618574,5e-05,13.479
74,0.20000743538089194,0.22860521525762417,1.9557159137916482,2.637017674225719,0.8183971621031587,5e-05,13.349
75,0.20050575118243724,0.2472927195033711,2.1189146831313437,2.742683161378627,0.8035519012006425,5e-05,13.319
76,0.19926159890628944,0.2349968416440096,2.0349662044613708,2.6736280102586942,0.8133196894617489,5e-05,13.572
77,0.20005995871009669,0.247283331811136,2.0696493140492893,2.7426310842728863,0.8035593613049896,5e-05,13.213
78,0.197862315300599,0.23295002889844368,1.9867963708846423,2.6619589567809747,0.8149456664051817,2.5e-05,13.347
79,0.1974226584037145,0.24368178023287274,2.080933591931454,2.72258535379612,0.8064204136423373,2.5e-05,13.201
